unitid,Year,UG FT,UG PT,UG total enrollment,UG total FTE ,GR FT,GR PT,GR total enrollment,GR total FTE,Total enrollment,Total FTE
101675,2002,1645,149,1794,1704,0,0,0,0,1794,1704
101693,2002,1394,407,1801,1554,70,132,202,120,2003,1674
101709,2002,2248,267,2515,2356,147,273,420,246,2935,2602
101736,2002,2727,1791,4518,3328,0,0,0,0,4518,3328
101879,2002,4069,757,4826,4374,89,501,590,270,5416,4644
101897,2002,1007,885,1892,1304,0,0,0,0,1892,1304
101912,2002,1569,214,1783,1653,0,0,0,0,1783,1653
101949,2002,906,376,1282,1032,0,0,0,0,1282,1032
101958,2002,48,44,92,65,0,0,0,0,92,65
101994,2002,487,329,816,597,0,0,0,0,816,597
102030,2002,2497,1942,4439,3149,0,0,0,0,4439,3149
102049,2002,2645,208,2853,2727,1217,296,1513,1335,4366,4062
102067,2002,3256,2098,5354,3960,0,0,0,0,5354,3960
102076,2002,1036,638,1674,1250,0,0,0,0,1674,1250
102094,2002,5885,3838,9723,7434,1664,936,2600,2003,12323,9437
102216,2002,56,13,69,61,0,0,0,0,69,61
102234,2002,1015,206,1221,1096,22,224,246,108,1467,1204
102261,2002,144,52,196,164,0,0,0,0,196,164
102270,2002,1387,54,1441,1408,0,0,0,0,1441,1408
102298,2002,405,12,417,410,0,0,0,0,417,410
102313,2002,409,285,694,505,0,0,0,0,694,505
102322,2002,737,801,1538,1060,82,271,353,180,1891,1240
102359,2002,884,1947,2831,1670,189,275,464,288,3295,1958
102368,2002,6235,3719,9954,7736,2934,3625,6559,4245,16513,11981
102377,2002,2518,90,2608,2553,336,57,393,358,3001,2911
102395,2002,,,0,0,78,352,430,212,430,212
102429,2002,2391,1422,3813,2868,0,0,0,0,3813,2868
102553,2002,6205,8886,15091,9791,258,494,752,437,15843,10228
102614,2002,3321,3406,6727,4695,578,356,934,707,7661,5402
102632,2002,800,2538,3338,1824,69,63,132,92,3470,1916
102669,2002,293,185,478,366,82,115,197,126,675,492
102711,2002,199,94,293,236,0,0,0,0,293,236
102845,2002,151,239,390,245,0,0,0,0,390,245
103361,2002,83,941,1024,399,0,0,0,0,1024,399
103440,2002,129,38,167,144,0,0,0,0,167,144
103501,2002,227,,227,227,0,0,0,0,227,227
103644,2002,429,161,590,493,0,0,0,0,590,493
103723,2002,1955,,1955,1955,0,0,0,0,1955,1955
103732,2002,48,,48,48,0,0,0,0,48,48
103741,2002,206,,206,206,0,0,0,0,206,206
103778,2002,,,0,0,838,695,1533,1104,1533,1104
103787,2002,79,23,102,88,0,0,0,0,102,88
103811,2002,342,,342,342,0,0,0,0,342,342
103893,2002,1487,,1487,1487,0,0,0,0,1487,1487
103945,2002,30,,30,30,0,0,0,0,30,30
103954,2002,34,,34,34,0,0,0,0,34,34
103963,2002,,642,642,255,0,0,0,0,642,255
104090,2002,249,,249,249,0,0,0,0,249,249
104151,2002,29216,7586,36802,32277,6245,4312,10557,7809,47359,40086
104160,2002,1669,4565,6234,3202,0,0,0,0,6234,3202
104179,2002,23676,4602,28278,25533,5813,2756,8569,6810,36847,32343
104188,2002,191,140,331,246,0,0,0,0,331,246
104294,2002,118,,118,118,0,0,0,0,118,118
104346,2002,1388,4063,5451,2752,0,0,0,0,5451,2752
104364,2002,364,,364,364,0,0,0,0,364,364
104391,2002,72,,72,72,0,0,0,0,72,72
104425,2002,1515,4119,5634,2898,0,0,0,0,5634,2898
104434,2002,62,,62,62,0,0,0,0,62,62
104443,2002,116,,116,116,0,0,0,0,116,116
104504,2002,55,15,70,61,0,0,0,0,70,61
104522,2002,33,5,38,35,0,0,0,0,38,35
104531,2002,1905,624,2529,2150,84,387,471,232,3000,2382
104568,2002,56,47,103,75,0,0,0,0,103,75
104577,2002,1273,2423,3696,2086,0,0,0,0,3696,2086
104586,2002,1507,164,1671,1571,15,16,31,21,1702,1592
104708,2002,5666,14733,20399,10612,0,0,0,0,20399,10612
104717,2002,1220,317,1537,1345,45,2391,2436,959,3973,2304
104805,2002,905,,905,905,0,0,0,0,905,905
104911,2002,79,81,160,111,0,0,0,0,160,111
104984,2002,157,,157,157,0,0,0,0,157,157
105118,2002,394,,394,394,0,0,0,0,394,394
105127,2002,110,,110,110,0,0,0,0,110,110
105145,2002,880,7089,7969,3260,0,0,0,0,7969,3260
105154,2002,7712,17293,25005,13518,0,0,0,0,25005,13518
105163,2002,233,55,288,255,0,0,0,0,288,255
105172,2002,402,54,456,423,0,0,0,0,456,423
105206,2002,656,5500,6156,2503,0,0,0,0,6156,2503
105215,2002,1496,,1496,1496,0,0,0,0,1496,1496
105242,2002,54,,54,54,0,0,0,0,54,54
105297,2002,717,1105,1822,1088,0,0,0,0,1822,1088
105330,2002,11432,2145,13577,12298,1815,4515,6330,3452,19907,15750
105349,2002,874,3785,4659,2145,0,0,0,0,4659,2145
105367,2002,156,1044,1200,566,72,636,708,315,1908,881
105419,2002,160,,160,160,0,0,0,0,160,160
105428,2002,3135,9945,13080,6474,0,0,0,0,13080,6474
105482,2002,329,,329,329,0,0,0,0,329,329
105516,2002,4684,,4684,4684,3428,0,3428,3428,8112,8112
105525,2002,8864,22271,31135,16341,0,0,0,0,31135,16341
105534,2002,510,,510,510,0,0,0,0,510,510
105543,2002,409,,409,409,0,0,0,0,409,409
105589,2002,735,99,834,774,149,48,197,167,1031,941
105659,2002,198,130,328,250,0,0,0,0,328,250
105668,2002,932,13640,14572,5511,0,0,0,0,14572,5511
105677,2002,30,,30,30,0,0,0,0,30,30
105701,2002,46,,46,46,0,0,0,0,46,46
105747,2002,3240,8663,11903,6148,0,0,0,0,11903,6148
105792,2002,868,3065,3933,1897,0,0,0,0,3933,1897
105880,2002,32,,32,32,89,0,89,89,121,121
105899,2002,245,35,280,259,0,0,0,0,280,259
105987,2002,189,,189,189,0,0,0,0,189,189
106041,2002,3035,,3035,3035,0,0,0,0,3035,3035
106050,2002,150,,150,150,0,0,0,0,150,150
106102,2002,1319,,1319,1319,492,0,492,492,1811,1811
106111,2002,121,,121,121,0,0,0,0,121,121
106148,2002,1328,6863,8191,3632,0,0,0,0,8191,3632
106245,2002,5573,3688,9261,7061,906,1324,2230,1391,11491,8452
106263,2002,506,177,683,577,1070,263,1333,1165,2016,1742
106281,2002,28,,28,28,0,0,0,0,28,28
106306,2002,140,75,215,169,0,0,0,0,215,169
106315,2002,33,,33,33,0,0,0,0,33,33
106342,2002,485,53,538,506,0,0,0,0,538,506
106351,2002,24,2,26,25,0,0,0,0,26,25
106360,2002,73,,73,73,0,0,0,0,73,73
106397,2002,10854,2035,12889,11675,1475,1631,3106,2066,15995,13741
106412,2002,2751,326,3077,2883,31,92,123,64,3200,2947
106449,2002,1641,1491,3132,2142,0,0,0,0,3132,2142
106458,2002,7558,1717,9275,8251,293,867,1160,607,10435,8858
106467,2002,4642,815,5457,4971,104,294,398,210,5855,5181
106476,2002,303,147,450,361,0,0,0,0,450,361
106485,2002,2006,310,2316,2131,46,120,166,89,2482,2220
106494,2002,142,5,147,144,0,0,0,0,147,144
106546,2002,746,,746,746,0,0,0,0,746,746
106607,2002,44,,44,44,0,0,0,0,44,44
106625,2002,726,647,1373,943,0,0,0,0,1373,943
106704,2002,7096,566,7662,7324,446,444,890,607,8552,7931
106713,2002,315,78,393,346,0,0,0,0,393,346
106759,2002,26,,26,26,0,0,0,0,26,26
106795,2002,346,564,910,535,0,0,0,0,910,535
106801,2002,252,,252,252,0,0,0,0,252,252
106810,2002,117,58,175,140,0,0,0,0,175,140
106829,2002,223,23,246,232,0,0,0,0,246,232
106838,2002,23,,23,23,0,0,0,0,23,23
106883,2002,843,729,1572,1088,0,0,0,0,1572,1088
106892,2002,264,,264,264,0,0,0,0,264,264
106908,2002,22,1,23,22,0,0,0,0,23,22
106935,2002,281,55,336,303,0,0,0,0,336,303
106944,2002,77,23,100,86,0,0,0,0,100,86
106980,2002,1105,1859,2964,1729,0,0,0,0,2964,1729
106999,2002,746,608,1354,950,0,0,0,0,1354,950
107017,2002,104,50,154,124,0,0,0,0,154,124
107035,2002,,,0,0,64,131,195,122,195,122
107044,2002,3885,204,4089,3965,165,841,1006,486,5095,4451
107071,2002,2828,316,3144,2956,82,271,353,180,3497,3136
107080,2002,1073,9,1082,1077,10,1,11,10,1093,1087
107099,2002,57,,57,57,0,0,0,0,57,57
107123,2002,46,,46,46,0,0,0,0,46,46
107141,2002,1491,69,1560,1518,22,126,148,70,1708,1588
107211,2002,49,,49,49,0,0,0,0,49,49
107220,2002,58,,58,58,0,0,0,0,58,58
107275,2002,19,,19,19,0,0,0,0,19,19
107293,2002,24,,24,24,0,0,0,0,24,24
107318,2002,288,850,1138,573,0,0,0,0,1138,573
107327,2002,1179,831,2010,1458,0,0,0,0,2010,1458
107363,2002,19,1,20,19,0,0,0,0,20,19
107442,2002,60,,60,60,0,0,0,0,60,60
107460,2002,1127,885,2012,1424,0,0,0,0,2012,1424
107488,2002,356,514,870,560,0,0,0,0,870,560
107512,2002,1575,78,1653,1606,0,0,0,0,1653,1606
107521,2002,533,722,1255,775,0,0,0,0,1255,775
107549,2002,634,370,1004,758,0,0,0,0,1004,758
107558,2002,655,48,703,674,0,0,0,0,703,674
107585,2002,1098,414,1512,1237,0,0,0,0,1512,1237
107600,2002,691,216,907,776,0,0,0,0,907,776
107619,2002,975,1347,2322,1427,0,0,0,0,2322,1427
107637,2002,1017,1180,2197,1413,0,0,0,0,2197,1413
107655,2002,27,25,52,37,0,0,0,0,52,37
107664,2002,2574,2774,5348,3505,0,0,0,0,5348,3505
107673,2002,183,63,246,208,0,0,0,0,246,208
107725,2002,647,407,1054,784,0,0,0,0,1054,784
107743,2002,479,623,1102,688,0,0,0,0,1102,688
107789,2002,23,26,49,33,0,0,0,0,49,33
107831,2002,45,26,71,55,0,0,0,0,71,55
107877,2002,481,131,612,532,0,0,0,0,612,532
107886,2002,28,,28,28,0,0,0,0,28,28
107974,2002,368,420,788,509,0,0,0,0,788,509
107983,2002,2484,372,2856,2634,19,150,169,73,3025,2707
107992,2002,472,616,1088,679,0,0,0,0,1088,679
108065,2002,10,11,21,14,0,0,0,0,21,14
108092,2002,3193,3012,6205,4408,0,0,0,0,6205,4408
108199,2002,2520,1299,3819,3036,0,0,0,0,3819,3036
108232,2002,3401,2306,5707,4307,695,248,943,790,6650,5097
108250,2002,490,40,530,506,0,0,0,0,530,506
108269,2002,,,0,0,216,26,242,226,242,226
108287,2002,284,,284,284,0,0,0,0,284,284
108348,2002,150,,150,150,0,0,0,0,150,150
108393,2002,139,,139,139,0,0,0,0,139,139
108649,2002,93,,93,93,0,0,0,0,93,93
108667,2002,1274,4405,5679,2753,0,0,0,0,5679,2753
108807,2002,2801,10213,13014,6230,0,0,0,0,13014,6230
108852,2002,177,,177,177,0,0,0,0,177,177
108861,2002,,,0,0,28,48,76,53,76,53
108870,2002,,,0,0,309,0,309,309,309,309
108977,2002,20,,20,20,0,0,0,0,20,20
109013,2002,991,171,1162,1058,21,66,87,46,1249,1104
109040,2002,1152,,1152,1152,0,0,0,0,1152,1152
109086,2002,6,,6,6,47,0,47,47,53,53
109208,2002,11007,20736,31743,17969,0,0,0,0,31743,17969
109332,2002,596,,596,596,0,0,0,0,596,596
109350,2002,3297,8917,12214,6291,0,0,0,0,12214,6291
109651,2002,1406,,1406,1406,99,0,99,99,1505,1505
109721,2002,191,,191,191,0,0,0,0,191,191
109730,2002,142,,142,142,0,0,0,0,142,142
109749,2002,49,,49,49,0,0,0,0,49,49
109785,2002,3448,611,4059,3688,1602,2032,3634,2387,7693,6075
109819,2002,5193,10945,16138,8868,0,0,0,0,16138,8868
109907,2002,846,2394,3240,1650,0,0,0,0,3240,1650
109934,2002,136,,136,136,0,0,0,0,136,136
110051,2002,400,148,548,458,7,28,35,18,583,476
110060,2002,129,35,164,143,31,12,43,37,207,180
110097,2002,2814,294,3108,2929,561,866,1427,914,4535,3843
110176,2002,1777,,1777,1777,0,0,0,0,1777,1777
110185,2002,1425,,1425,1425,82,0,82,82,1507,1507
110194,2002,61,,61,61,0,0,0,0,61,61
110219,2002,114,93,207,151,0,0,0,0,207,151
110246,2002,5480,7816,13296,8104,0,0,0,0,13296,8104
110307,2002,,,0,0,262,47,309,280,309,280
110316,2002,37,,37,37,352,552,904,563,941,600
110325,2002,418,,418,418,0,0,0,0,418,418
110334,2002,4359,10279,14638,7810,0,0,0,0,14638,7810
110361,2002,1269,349,1618,1406,152,395,547,303,2165,1709
110370,2002,1089,146,1235,1146,153,12,165,158,1400,1304
110398,2002,,,0,0,1263,0,1263,1263,1263,1263
110404,2002,939,,939,939,1181,0,1181,1181,2120,2120
110413,2002,1666,225,1891,1754,553,505,1058,746,2949,2500
110422,2002,16555,887,17442,16913,659,352,1011,786,18453,17699
110440,2002,,,0,0,265,101,366,304,366,304
110459,2002,,,0,0,530,100,630,568,630,568
110468,2002,467,33,500,480,879,558,1437,1092,1937,1572
110477,2002,,,0,0,447,136,583,499,583,499
110486,2002,4474,1157,5631,4941,1050,1084,2134,1442,7765,6383
110495,2002,4065,1862,5927,4816,793,1130,1923,1202,7850,6018
110510,2002,9368,2064,11432,10201,1767,3142,4909,2903,16341,13104
110529,2002,14262,3309,17571,15597,741,1509,2250,1287,19821,16884
110538,2002,12908,1448,14356,13492,1220,670,1890,1462,16246,14954
110547,2002,4895,3327,8222,6238,1851,3431,5282,3092,13504,9330
110556,2002,13623,3836,17459,15171,1995,1818,3813,2653,21272,17824
110565,2002,18651,7983,26634,21872,2421,3088,5509,3538,32143,25410
110574,2002,7575,2438,10013,8559,1587,2276,3863,2410,13876,10969
110583,2002,21683,6627,28310,24357,2557,3699,6256,3895,34566,28252
110592,2002,10383,4190,14573,12074,2215,4311,6526,3774,21099,15848
110608,2002,19774,6370,26144,22345,2670,4765,7435,4394,33579,26739
110617,2002,17159,5712,22871,19464,2716,2971,5687,3791,28558,23255
110635,2002,22286,1549,23835,22911,8109,1201,9310,8546,33145,31457
110644,2002,20226,2560,22786,21259,5920,381,6301,6060,29087,27319
110653,2002,18414,765,19179,18723,4179,421,4600,4331,23779,23054
110662,2002,23832,1067,24899,24263,12240,460,12700,12407,37599,36670
110671,2002,12888,1236,14124,13387,1709,101,1810,1746,15934,15133
110680,2002,18207,881,19088,18563,4253,187,4440,4321,23528,22884
110699,2002,35,,35,35,3492,0,3492,3492,3527,3527
110705,2002,17101,613,17714,17348,2658,187,2845,2726,20559,20074
110714,2002,12167,714,12881,12455,1191,67,1258,1215,14139,13670
110778,2002,,,0,0,319,46,365,337,365,337
110875,2002,70,4,74,72,0,0,0,0,74,72
110918,2002,69,14,83,74,0,0,0,0,83,74
110945,2002,123,,123,123,0,0,0,0,123,123
111009,2002,1378,,1378,1378,0,0,0,0,1378,1378
111054,2002,214,,214,214,0,0,0,0,214,214
111081,2002,773,14,787,778,443,7,450,446,1237,1224
111188,2002,597,122,719,646,0,0,0,0,719,646
111230,2002,196,,196,196,0,0,0,0,196,196
111391,2002,,,0,0,856,142,998,933,998,933
111434,2002,1254,4874,6128,2890,0,0,0,0,6128,2890
111461,2002,4450,8763,13213,7392,0,0,0,0,13213,7392
111513,2002,58,100,158,98,0,0,0,0,158,98
111638,2002,189,42,231,206,0,0,0,0,231,206
111708,2002,103,,103,103,0,0,0,0,103,103
111717,2002,362,,362,362,0,0,0,0,362,362
111726,2002,161,,161,161,0,0,0,0,161,161
111744,2002,40,,40,40,0,0,0,0,40,40
111762,2002,80,,80,80,0,0,0,0,80,80
111771,2002,120,,120,120,0,0,0,0,120,120
111799,2002,72,,72,72,0,0,0,0,72,72
111805,2002,22,,22,22,0,0,0,0,22,22
111887,2002,6035,18046,24081,12094,0,0,0,0,24081,12094
111896,2002,1163,4391,5554,2637,0,0,0,0,5554,2637
111920,2002,4023,11312,15335,7821,0,0,0,0,15335,7821
111939,2002,5492,12988,18480,9853,0,0,0,0,18480,9853
111948,2002,3043,198,3241,3121,825,718,1543,1117,4784,4238
111966,2002,81,25,106,91,1,3,4,2,110,93
112075,2002,1289,119,1408,1336,258,134,392,309,1800,1645
112084,2002,517,98,615,555,0,0,0,0,615,555
112127,2002,,,0,0,82,54,136,105,136,105
112172,2002,4682,7921,12603,7341,0,0,0,0,12603,7341
112190,2002,7157,35818,42975,19182,0,0,0,0,42975,19182
112233,2002,1222,,1222,1222,1037,0,1037,1037,2259,2259
112251,2002,,,0,0,1656,452,2108,1829,2108,1829
112260,2002,1096,3,1099,1097,0,0,0,0,1099,1097
112288,2002,468,,468,468,0,0,0,0,468,468
112312,2002,86,44,130,103,445,56,501,476,631,579
112367,2002,294,865,1159,637,0,0,0,0,1159,637
112385,2002,509,6969,7478,2849,0,0,0,0,7478,2849
112394,2002,225,165,390,290,0,0,0,0,390,290
112446,2002,632,268,900,737,33,0,33,33,933,770
112455,2002,93,,93,93,0,0,0,0,93,93
112516,2002,462,,462,462,0,0,0,0,462,462
112525,2002,,,0,0,1398,2,1400,1399,1400,1399
112561,2002,881,2357,3238,1672,0,0,0,0,3238,1672
112570,2002,136,3,139,137,0,0,0,0,139,137
112686,2002,2619,3660,6279,3848,0,0,0,0,6279,3848
112783,2002,273,2,275,274,0,0,0,0,275,274
112826,2002,2222,6436,8658,4383,0,0,0,0,8658,4383
113096,2002,6992,12530,19522,11199,0,0,0,0,19522,11199
113111,2002,1778,3561,5339,2974,0,0,0,0,5339,2974
113193,2002,4589,5832,10421,6547,0,0,0,0,10421,6547
113218,2002,1991,5385,7376,3799,0,0,0,0,7376,3799
113227,2002,296,,296,296,0,0,0,0,296,296
113236,2002,5019,10909,15928,8682,0,0,0,0,15928,8682
113245,2002,66,185,251,139,0,0,0,0,251,139
113333,2002,9282,15090,24372,14348,0,0,0,0,24372,14348
113397,2002,83,42,125,100,0,0,0,0,125,100
113528,2002,25,,25,25,0,0,0,0,25,25
113537,2002,33,,33,33,0,0,0,0,33,33
113573,2002,2708,5362,8070,4508,0,0,0,0,8070,4508
113582,2002,207,216,423,292,0,0,0,0,423,292
113607,2002,6019,2654,8673,7062,319,538,857,525,9530,7587
113634,2002,7455,14686,22141,12386,0,0,0,0,22141,12386
113698,2002,745,251,996,844,391,266,657,493,1653,1337
113704,2002,7,3,10,8,48,38,86,64,96,72
113713,2002,176,144,320,233,0,0,0,0,320,233
113856,2002,5473,21899,27372,12825,0,0,0,0,27372,12825
113908,2002,60,,60,60,0,0,0,0,60,60
113953,2002,,12060,12060,4789,0,0,0,0,12060,4789
113980,2002,7487,20389,27876,14332,0,0,0,0,27876,14332
114044,2002,56,,56,56,0,0,0,0,56,56
114062,2002,28,11,39,32,0,0,0,0,39,32
114071,2002,37,6,43,39,0,0,0,0,43,39
114080,2002,58,1,59,58,0,0,0,0,59,58
114114,2002,,,0,0,214,147,361,270,361,270
114123,2002,998,50,1048,1018,0,0,0,0,1048,1018
114266,2002,2484,8156,10640,5222,0,0,0,0,10640,5222
114345,2002,40,,40,40,0,0,0,0,40,40
114354,2002,2446,784,3230,2757,0,0,0,0,3230,2757
114372,2002,92,,92,92,0,0,0,0,92,92
114390,2002,640,199,839,719,0,0,0,0,839,719
114415,2002,235,101,336,275,0,0,0,0,336,275
114433,2002,499,1094,1593,866,0,0,0,0,1593,866
114460,2002,113,75,188,143,0,0,0,0,188,143
114549,2002,,,0,0,1464,0,1464,1464,1464,1464
114585,2002,,,0,0,167,26,193,177,193,177
114716,2002,4696,11819,16515,8664,0,0,0,0,16515,8664
114734,2002,,,0,0,47,38,85,62,85,62
114761,2002,47,1,48,47,0,0,0,0,48,47
114789,2002,8104,14708,22812,13042,0,0,0,0,22812,13042
114813,2002,936,513,1449,1138,385,513,898,581,2347,1719
114840,2002,,,0,0,965,1850,2815,1759,2815,1759
114859,2002,7817,13106,20923,12217,0,0,0,0,20923,12217
114886,2002,118,,118,118,0,0,0,0,118,118
114895,2002,181,,181,181,0,0,0,0,181,181
114901,2002,46,,46,46,0,0,0,0,46,46
114938,2002,1659,3901,5560,2969,0,0,0,0,5560,2969
114947,2002,174,4277,4451,1872,0,0,0,0,4451,1872
115001,2002,4937,12384,17321,9095,0,0,0,0,17321,9095
115010,2002,617,,617,617,0,0,0,0,617,617
115047,2002,,,0,0,226,122,348,293,348,293
115083,2002,245,626,871,491,1146,2398,3544,2103,4415,2594
115126,2002,4276,10504,14780,7803,0,0,0,0,14780,7803
115214,2002,,,0,0,235,28,263,246,263,246
115296,2002,7282,11097,18379,11008,0,0,0,0,18379,11008
115357,2002,39,,39,39,0,0,0,0,39,39
115393,2002,2787,8544,11331,5656,0,0,0,0,11331,5656
115409,2002,698,1,699,698,2,0,2,2,701,700
115454,2002,555,109,664,598,0,0,0,0,664,598
115472,2002,631,108,739,674,0,0,0,0,739,674
115490,2002,785,103,888,826,0,0,0,0,888,826
115515,2002,689,94,783,726,0,0,0,0,783,726
115533,2002,1204,141,1345,1260,0,0,0,0,1345,1260
115658,2002,38,120,158,86,0,0,0,0,158,86
115728,2002,293,239,532,387,111,238,349,202,881,589
115746,2002,,,0,0,535,24,559,544,559,544
115755,2002,5877,841,6718,6216,572,321,893,688,7611,6904
115773,2002,534,145,679,591,64,20,84,75,763,666
115782,2002,12,121,133,60,0,0,0,0,133,60
115861,2002,1850,2180,4030,2582,0,0,0,0,4030,2582
115931,2002,342,,342,342,0,0,0,0,342,342
116040,2002,221,,221,221,0,0,0,0,221,221
116226,2002,128,286,414,240,0,0,0,0,414,240
116235,2002,128,,128,128,0,0,0,0,128,128
116350,2002,26,22,48,35,0,0,0,0,48,35
116439,2002,2590,8483,11073,5438,0,0,0,0,11073,5438
116466,2002,848,96,944,886,0,0,0,0,944,886
116475,2002,812,47,859,830,0,0,0,0,859,830
116484,2002,632,34,666,645,0,0,0,0,666,645
116563,2002,195,,195,195,0,0,0,0,195,195
116624,2002,,,0,0,115,50,165,135,165,135
116712,2002,23,208,231,105,618,754,1372,909,1603,1014
116846,2002,123,8,131,126,99,7,106,102,237,228
117052,2002,5038,7450,12488,7539,0,0,0,0,12488,7539
117104,2002,320,118,438,366,0,0,0,0,438,366
117113,2002,729,70,799,756,0,0,0,0,799,756
117140,2002,2236,1608,3844,2868,1623,2052,3675,2408,7519,5276
117168,2002,294,28,322,305,0,0,0,0,322,305
117186,2002,106,,106,106,0,0,0,0,106,106
117195,2002,615,3579,4194,1817,0,0,0,0,4194,1817
117238,2002,189,,189,189,0,0,0,0,189,189
117247,2002,2689,10144,12833,6095,0,0,0,0,12833,6095
117274,2002,720,1773,2493,1315,0,0,0,0,2493,1315
117520,2002,,,0,0,483,37,520,503,520,503
117557,2002,46,,46,46,158,12,170,163,216,209
117575,2002,38,58,96,61,68,25,93,81,189,142
117627,2002,1247,201,1448,1326,138,172,310,204,1758,1530
117636,2002,661,255,916,761,1837,544,2381,2045,3297,2806
117645,2002,7060,18082,25142,13131,0,0,0,0,25142,13131
117672,2002,,,0,0,549,95,644,588,644,588
117690,2002,2913,6512,9425,5099,0,0,0,0,9425,5099
117706,2002,5142,13341,18483,9621,0,0,0,0,18483,9621
117715,2002,1617,4347,5964,3076,0,0,0,0,5964,3076
117724,2002,4330,9367,13697,7475,0,0,0,0,13697,7475
117733,2002,5021,13740,18761,9634,0,0,0,0,18761,9634
117751,2002,1073,56,1129,1095,142,232,374,254,1503,1349
117788,2002,5967,19777,25744,12607,0,0,0,0,25744,12607
117797,2002,19,,19,19,0,0,0,0,19,19
117803,2002,,255,255,86,0,0,0,0,255,86
117867,2002,1968,6239,8207,4063,0,0,0,0,8207,4063
117894,2002,2175,7718,9893,4766,0,0,0,0,9893,4766
117928,2002,429,77,506,459,0,0,0,0,506,459
117946,2002,5001,357,5358,5141,2082,715,2797,2412,8155,7553
118116,2002,9,70,79,37,0,0,0,0,79,37
118125,2002,31,32,63,44,0,0,0,0,63,44
118134,2002,68,57,125,91,0,0,0,0,125,91
118143,2002,30,24,54,40,0,0,0,0,54,40
118161,2002,78,,78,78,0,0,0,0,78,78
118189,2002,203,,203,203,0,0,0,0,203,203
118198,2002,930,187,1117,1004,0,0,0,0,1117,1004
118259,2002,215,,215,215,0,0,0,0,215,215
118277,2002,720,,720,720,0,0,0,0,720,720
118286,2002,538,,538,538,0,0,0,0,538,538
118338,2002,,494,494,196,0,0,0,0,494,196
118347,2002,1718,6353,8071,3851,0,0,0,0,8071,3851
118356,2002,78,,78,78,0,0,0,0,78,78
118374,2002,48,,48,48,0,0,0,0,48,48
118383,2002,58,,58,58,0,0,0,0,58,58
118392,2002,61,,61,61,0,0,0,0,61,61
118417,2002,82,,82,82,0,0,0,0,82,82
118426,2002,89,,89,89,0,0,0,0,89,89
118435,2002,58,,58,58,0,0,0,0,58,58
118444,2002,38,,38,38,0,0,0,0,38,38
118453,2002,107,,107,107,0,0,0,0,107,107
118480,2002,61,,61,61,0,0,0,0,61,61
118541,2002,726,19,745,734,0,0,0,0,745,734
118684,2002,986,3636,4622,2207,0,0,0,0,4622,2207
118693,2002,517,144,661,574,0,0,0,0,661,574
118709,2002,,,0,0,78,114,192,128,192,128
118718,2002,3677,7641,11318,6242,0,0,0,0,11318,6242
118772,2002,1212,5877,7089,3185,0,0,0,0,7089,3185
118888,2002,704,59,763,727,395,48,443,413,1206,1140
