unitid,Year,UG FT,UG PT,UG total enrollment,UG total FTE ,GR FT,GR PT,GR total enrollment,GR total FTE,Total enrollment,Total FTE
137591,2001,139,,139,139,0,0,0,0,139,139
137625,2001,130,,130,130,0,0,0,0,130,130
137713,2001,100,41,141,116,0,0,0,0,141,116
137759,2001,5361,5785,11146,7658,0,0,0,0,11146,7658
137777,2001,32,,32,32,10,0,10,10,42,42
137801,2001,517,472,989,702,11,60,71,34,1060,736
137810,2001,297,411,708,458,10,87,97,43,805,501
137847,2001,2862,466,3328,3045,138,355,493,274,3821,3319
137856,2001,253,273,526,361,0,0,0,0,526,361
137865,2001,295,138,433,350,0,0,0,0,433,350
137892,2001,652,,652,652,0,0,0,0,652,652
137953,2001,344,56,400,366,0,0,0,0,400,366
137962,2001,137,25,162,147,0,0,0,0,162,147
138132,2001,9,37,46,24,0,0,0,0,46,24
138187,2001,10639,18668,29307,18051,0,0,0,0,29307,18051
138275,2001,967,115,1082,1012,35,0,35,35,1117,1047
138284,2001,310,301,611,430,0,0,0,0,611,430
138293,2001,386,65,451,412,34,13,47,39,498,451
138309,2001,338,,338,338,0,0,0,0,338,338
138336,2001,200,,200,200,0,0,0,0,200,200
138354,2001,5002,2420,7422,5979,394,1236,1630,841,9052,6820
138372,2001,560,568,1128,751,0,0,0,0,1128,751
138479,2001,878,,878,878,0,0,0,0,878,878
138488,2001,210,514,724,414,0,0,0,0,724,414
138497,2001,254,179,433,325,0,0,0,0,433,325
138558,2001,1826,1029,2855,2235,0,0,0,0,2855,2235
138594,2001,800,,800,800,0,0,0,0,800,800
138600,2001,830,39,869,845,11,5,16,13,885,858
138655,2001,118,47,165,137,0,0,0,0,165,137
138664,2001,50,9,59,54,0,0,0,0,59,54
138682,2001,1319,1544,2863,1932,0,0,0,0,2863,1932
138691,2001,1364,1815,3179,2085,0,0,0,0,3179,2085
138716,2001,2459,556,3015,2683,114,327,441,232,3456,2915
138725,2001,1140,230,1370,1230,0,0,0,0,1370,1230
138761,2001,354,22,376,363,0,0,0,0,376,363
138789,2001,2913,2148,5061,3780,251,435,686,408,5747,4188
138813,2001,2132,305,2437,2252,0,0,0,0,2437,2252
138822,2001,178,,178,178,0,0,0,0,178,178
138840,2001,1689,1954,3643,2465,0,0,0,0,3643,2465
138868,2001,353,56,409,375,0,0,0,0,409,375
138877,2001,354,34,388,367,0,0,0,0,388,367
138901,2001,777,1140,1917,1230,0,0,0,0,1917,1230
138938,2001,103,121,224,151,0,0,0,0,224,151
138947,2001,3795,128,3923,3845,495,464,959,672,4882,4517
138956,2001,1934,1777,3711,2640,0,0,0,0,3711,2640
138983,2001,3069,1611,4680,3719,195,507,702,378,5382,4097
139010,2001,555,1176,1731,1022,0,0,0,0,1731,1022
139074,2001,680,,680,680,0,0,0,0,680,680
139092,2001,69,,69,69,0,0,0,0,69,69
139126,2001,747,650,1397,1005,0,0,0,0,1397,1005
139144,2001,1808,38,1846,1823,29,163,192,91,2038,1914
139153,2001,228,329,557,357,0,0,0,0,557,357
139199,2001,985,453,1438,1163,212,601,813,442,2251,1605
139205,2001,970,249,1219,1068,0,0,0,0,1219,1068
139214,2001,73,143,216,130,0,0,0,0,216,130
139250,2001,618,1592,2210,1250,0,0,0,0,2210,1250
139278,2001,798,1841,2639,1529,0,0,0,0,2639,1529
139311,2001,2093,2581,4674,3135,0,0,0,0,4674,3135
139348,2001,,,0,0,188,77,265,222,265,222
139357,2001,1452,1579,3031,2079,0,0,0,0,3031,2079
139366,2001,2992,1626,4618,3648,218,679,897,464,5515,4112
139384,2001,1232,1932,3164,1999,0,0,0,0,3164,1999
139393,2001,1149,30,1179,1161,60,6,66,62,1245,1223
139463,2001,1457,2184,3641,2338,0,0,0,0,3641,2338
139506,2001,35,20,55,43,0,0,0,0,55,43
139533,2001,2331,594,2925,2564,0,0,0,0,2925,2564
139579,2001,412,123,535,460,0,0,0,0,535,460
139621,2001,767,626,1393,1016,0,0,0,0,1393,1016
139630,2001,709,53,762,730,0,0,0,0,762,730
139658,2001,6248,126,6374,6297,4334,735,5069,4628,11443,10925
139700,2001,1286,1114,2400,1728,0,0,0,0,2400,1728
139719,2001,1918,280,2198,2031,80,207,287,155,2485,2186
139746,2001,80,,80,80,0,0,0,0,80,80
139755,2001,10163,880,11043,10518,3714,818,4532,4010,15575,14528
139764,2001,1448,499,1947,1649,102,486,588,278,2535,1927
139773,2001,1932,1753,3685,2628,0,0,0,0,3685,2628
139861,2001,3366,717,4083,3655,255,741,996,523,5079,4178
139898,2001,685,,685,685,0,0,0,0,685,685
139904,2001,800,218,1018,887,0,0,0,0,1018,887
139931,2001,11381,1417,12798,11953,399,1174,1573,824,14371,12777
139940,2001,11594,6647,18241,14276,3689,3813,7502,5106,25743,19382
139959,2001,22290,2539,24829,23315,5387,2101,7488,6158,32317,29473
139968,2001,2165,909,3074,2526,0,0,0,0,3074,2526
139986,2001,1327,2529,3856,2331,0,0,0,0,3856,2331
139995,2001,234,14,248,240,0,0,0,0,248,240
140003,2001,132,121,253,180,0,0,0,0,253,180
140012,2001,1657,2434,4091,2623,0,0,0,0,4091,2623
140076,2001,449,858,1307,790,0,0,0,0,1307,790
140085,2001,1156,1332,2488,1685,0,0,0,0,2488,1685
140146,2001,,,0,0,304,146,450,376,450,376
140164,2001,7112,5309,12421,9254,476,1043,1519,853,13940,10107
140191,2001,222,22,244,231,0,0,0,0,244,231
140234,2001,759,143,902,815,26,14,40,31,942,846
140243,2001,758,1330,2088,1286,0,0,0,0,2088,1286
140252,2001,249,48,297,268,1842,550,2392,2140,2689,2408
140304,2001,2038,2817,4855,3157,0,0,0,0,4855,3157
140322,2001,1740,2745,4485,2848,0,0,0,0,4485,2848
140331,2001,1858,3183,5041,3122,0,0,0,0,5041,3122
140340,2001,275,55,330,297,0,0,0,0,330,297
140401,2001,616,53,669,637,1176,94,1270,1210,1939,1847
140447,2001,3961,779,4740,4267,1628,947,2575,2002,7315,6269
140474,2001,19,22,41,28,0,0,0,0,41,28
140483,2001,1406,757,2163,1707,0,0,0,0,2163,1707
140553,2001,2576,153,2729,2636,0,0,0,0,2729,2636
140562,2001,,,0,0,202,10,212,206,212,206
140571,2001,2792,82,2874,2824,0,0,0,0,2874,2824
140599,2001,768,976,1744,1156,0,0,0,0,1744,1156
140669,2001,2775,651,3426,3038,96,336,432,218,3858,3256
140678,2001,888,781,1669,1198,0,0,0,0,1669,1198
140696,2001,902,212,1114,985,21,62,83,45,1197,1030
140711,2001,49,,49,49,0,0,0,0,49,49
140720,2001,746,142,888,802,0,0,0,0,888,802
140809,2001,300,719,1019,585,0,0,0,0,1019,585
140818,2001,847,179,1026,917,188,514,702,384,1728,1301
140827,2001,239,,239,239,0,0,0,0,239,239
140872,2001,937,146,1083,994,0,0,0,0,1083,994
140942,2001,1469,1666,3135,2130,0,0,0,0,3135,2130
140951,2001,4221,486,4707,4412,555,76,631,584,5338,4996
140960,2001,1573,590,2163,1811,55,51,106,73,2269,1884
140988,2001,2151,50,2201,2171,52,0,52,52,2253,2223
140997,2001,704,621,1325,951,0,0,0,0,1325,951
141006,2001,797,935,1732,1168,0,0,0,0,1732,1168
141015,2001,189,13,202,194,0,0,0,0,202,194
141060,2001,2068,70,2138,2095,0,0,0,0,2138,2095
141097,2001,1800,1162,2962,2269,184,406,590,331,3552,2600
141121,2001,354,546,900,571,0,0,0,0,900,571
141158,2001,652,977,1629,1040,0,0,0,0,1629,1040
141167,2001,423,138,561,477,35,46,81,53,642,530
141185,2001,845,71,916,873,0,0,0,0,916,873
141228,2001,582,810,1392,904,0,0,0,0,1392,904
141237,2001,1414,333,1747,1546,0,0,0,0,1747,1546
141255,2001,1290,975,2265,1677,0,0,0,0,2265,1677
141264,2001,6197,1734,7931,6897,407,892,1299,730,9230,7627
141273,2001,808,1105,1913,1247,0,0,0,0,1913,1247
141307,2001,359,524,883,567,0,0,0,0,883,567
141325,2001,528,140,668,583,0,48,48,18,716,601
141334,2001,5985,1255,7240,6491,317,1469,1786,848,9026,7339
141361,2001,565,29,594,577,0,0,0,0,594,577
141468,2001,1034,126,1160,1084,0,0,0,0,1160,1084
141486,2001,1211,765,1976,1512,372,213,585,453,2561,1965
141565,2001,2181,543,2724,2400,59,130,189,106,2913,2506
141574,2001,9989,2065,12054,10822,2665,2813,5478,3684,17532,14506
141583,2001,181,52,233,202,0,0,0,0,233,202
141608,2001,46,,46,46,0,0,0,0,46,46
141644,2001,4262,2497,6759,5243,691,583,1274,914,8033,6157
141671,2001,54,,54,54,0,0,0,0,54,54
141680,2001,1783,2870,4653,2923,0,0,0,0,4653,2923
141796,2001,2923,4158,7081,4574,0,0,0,0,7081,4574
141802,2001,417,768,1185,722,0,0,0,0,1185,722
141811,2001,2697,2865,5562,3835,0,0,0,0,5562,3835
141839,2001,982,1717,2699,1664,0,0,0,0,2699,1664
141848,2001,136,,136,136,0,0,0,0,136,136
141857,2001,110,78,188,141,0,0,0,0,188,141
141936,2001,,,0,0,60,0,60,60,60,60
141945,2001,239,,239,239,0,0,0,0,239,239
141981,2001,305,435,740,481,0,0,0,0,740,481
141990,2001,738,816,1554,1062,0,0,0,0,1554,1062
142054,2001,402,31,433,414,0,0,0,0,433,414
142090,2001,94,15,109,100,0,0,0,0,109,100
142115,2001,9323,6163,15486,11810,382,1232,1614,828,17100,12638
142124,2001,62,,62,62,0,0,0,0,62,62
142160,2001,40,,40,40,0,0,0,0,40,40
142179,2001,320,281,601,432,0,0,0,0,601,432
142276,2001,7535,3632,11167,9001,870,1626,2496,1464,13663,10465
142285,2001,7904,1177,9081,8379,1304,1682,2986,1915,12067,10294
142294,2001,756,22,778,765,0,0,0,0,778,765
142328,2001,2014,939,2953,2393,0,0,0,0,2953,2393
142337,2001,382,,382,382,0,0,0,0,382,382
142407,2001,30,,30,30,0,0,0,0,30,30
142416,2001,57,,57,57,0,0,0,0,57,57
142443,2001,2453,1680,4133,3120,0,0,0,0,4133,3120
142461,2001,1027,69,1096,1054,182,92,274,217,1370,1271
142489,2001,35,,35,35,0,0,0,0,35,35
142522,2001,8654,546,9200,8868,0,0,0,0,9200,8868
142559,2001,2619,3537,6156,4023,0,0,0,0,6156,4023
142832,2001,,,0,0,124,284,408,233,408,233
142850,2001,6,23,29,15,0,0,0,0,29,15
142869,2001,18,14,32,24,0,0,0,0,32,24
142878,2001,17,14,31,23,0,0,0,0,31,23
142887,2001,272,88,360,307,0,0,0,0,360,307
142957,2001,2,9,11,6,0,0,0,0,11,6
143048,2001,1669,479,2148,1857,442,85,527,474,2675,2331
143075,2001,494,,494,494,0,0,0,0,494,494
143084,2001,2205,27,2232,2216,0,0,0,0,2232,2216
143118,2001,1035,288,1323,1148,402,1076,1478,813,2801,1961
143163,2001,373,198,571,451,26,55,81,47,652,498
143181,2001,50,,50,50,0,0,0,0,50,50
143215,2001,4446,8861,13307,7964,0,0,0,0,13307,7964
143233,2001,,,0,0,29,35,64,45,64,45
143279,2001,2878,3370,6248,4216,0,0,0,0,6248,4216
143288,2001,556,15,571,562,0,0,0,0,571,562
143297,2001,119,34,153,132,0,0,0,0,153,132
143303,2001,18,,18,18,0,0,0,0,18,18
143358,2001,4735,432,5167,4905,188,641,829,433,5996,5338
143376,2001,38,36,74,52,0,0,0,0,74,52
143464,2001,61,67,128,88,0,0,0,0,128,88
143473,2001,9,32,41,22,0,0,0,0,41,22
143482,2001,1,86,87,35,0,0,0,0,87,35
143491,2001,12,192,204,88,0,0,0,0,204,88
143507,2001,6,102,108,46,0,0,0,0,108,46
143516,2001,3,90,93,39,0,0,0,0,93,39
143534,2001,31,15,46,37,0,0,0,0,46,37
143543,2001,48,47,95,67,0,0,0,0,95,67
143552,2001,96,47,143,115,0,0,0,0,143,115
143613,2001,1198,2143,3341,2049,0,0,0,0,3341,2049
143659,2001,,,0,0,337,409,746,505,746,505
143695,2001,36,,36,36,0,0,0,0,36,36
143853,2001,347,5,352,349,1088,43,1131,1111,1483,1460
143880,2001,35,109,144,78,0,0,0,0,144,78
143941,2001,,,0,0,26,42,68,49,68,49
143978,2001,,,0,0,230,161,391,292,391,292
144005,2001,3159,1981,5140,3958,293,1646,1939,888,7079,4846
144014,2001,,,0,0,91,145,236,154,236,154
144050,2001,4049,26,4075,4059,6488,2320,8808,7376,12883,11435
144157,2001,2807,2564,5371,3825,0,0,0,0,5371,3825
144166,2001,4242,4277,8519,5940,0,0,0,0,8519,5940
144175,2001,2893,3495,6388,4281,0,0,0,0,6388,4281
144184,2001,1809,13775,15584,7278,0,0,0,0,15584,7278
144193,2001,3376,6692,10068,6033,0,0,0,0,10068,6033
144209,2001,2805,5141,7946,4846,0,0,0,0,7946,4846
144218,2001,2584,9649,12233,6415,0,0,0,0,12233,6415
144236,2001,53,,53,53,0,0,0,0,53,53
144281,2001,7372,1539,8911,7977,214,291,505,325,9416,8302
144351,2001,1043,315,1358,1167,97,492,589,285,1947,1452
144467,2001,597,321,918,724,0,0,0,0,918,724
144485,2001,273,265,538,378,0,0,0,0,538,378
144564,2001,1162,1423,2585,1727,0,0,0,0,2585,1727
144573,2001,48,,48,48,0,0,0,0,48,48
144704,2001,44,,44,44,0,0,0,0,44,44
144740,2001,9476,3544,13020,10868,4583,3760,8343,6057,21363,16925
144759,2001,2602,1409,4011,3156,0,0,0,0,4011,3156
144768,2001,2306,1237,3543,2792,0,0,0,0,3543,2792
144795,2001,40,,40,40,0,0,0,0,40,40
144838,2001,,,0,0,244,4,248,246,248,246
144856,2001,16,,16,16,0,0,0,0,16,16
144865,2001,9362,20061,29423,17327,0,0,0,0,29423,17327
144883,2001,1065,11,1076,1069,0,0,0,0,1076,1069
144892,2001,8203,912,9115,8571,517,899,1416,842,10531,9413
144944,2001,2442,7194,9636,5298,0,0,0,0,9636,5298
144962,2001,1949,461,2410,2130,0,130,130,50,2540,2180
144971,2001,506,8,514,509,0,0,0,0,514,509
145099,2001,22,,22,22,0,0,0,0,22,22
145239,2001,191,57,248,214,0,0,0,0,248,214
145275,2001,,,0,0,183,143,326,242,326,242
145309,2001,49,,49,49,0,0,0,0,49,49
145336,2001,871,2109,2980,1722,416,2464,2880,1307,5860,3029
145354,2001,46,4,50,48,0,0,0,0,50,48
145372,2001,1081,45,1126,1099,0,34,34,13,1160,1112
145406,2001,20,54,74,41,0,0,0,0,74,41
145424,2001,20,84,104,53,0,0,0,0,104,53
145433,2001,31,79,110,62,0,0,0,0,110,62
145460,2001,376,406,782,535,0,0,0,0,782,535
145497,2001,218,25,243,228,5,0,5,5,248,233
145521,2001,1000,1541,2541,1612,0,0,0,0,2541,1612
145558,2001,3,3,6,4,1261,82,1343,1292,1349,1296
145600,2001,14085,1802,15887,14812,6123,2945,9068,7198,24955,22010
145619,2001,1363,623,1986,1608,141,573,714,360,2700,1968
145628,2001,,,0,0,634,1,635,635,635,635
145637,2001,27624,1122,28746,28077,8092,2453,10545,8987,39291,37064
145646,2001,2056,8,2064,2059,0,0,0,0,2064,2059
145682,2001,4183,6900,11083,6923,0,0,0,0,11083,6923
145691,2001,858,16,874,864,0,0,0,0,874,864
145707,2001,769,848,1617,1106,0,0,0,0,1617,1106
145725,2001,1466,376,1842,1614,1980,2228,4208,2874,6050,4488
145761,2001,5,21,26,13,0,0,0,0,26,13
145770,2001,,,0,0,392,184,576,462,576,462
145813,2001,17032,1440,18472,17613,1030,1738,2768,1659,21240,19272
145831,2001,1499,2174,3673,2362,0,0,0,0,3673,2362
145886,2001,,,0,0,65,19,84,72,84,72
146010,2001,1716,347,2063,1852,0,0,0,0,2063,1852
146205,2001,2591,3955,6546,4161,0,0,0,0,6546,4161
146214,2001,48,,48,48,0,0,0,0,48,48
146241,2001,,,0,0,809,515,1324,1070,1324,1070
146278,2001,998,1113,2111,1440,0,0,0,0,2111,1440
146296,2001,3874,8215,12089,7136,0,0,0,0,12089,7136
146339,2001,835,250,1085,933,0,0,0,0,1085,933
146348,2001,1006,2158,3164,1863,0,0,0,0,3164,1863
146366,2001,1461,1636,3097,2111,0,0,0,0,3097,2111
146384,2001,,,0,0,717,2404,3121,1635,3121,1635
146393,2001,439,186,625,512,0,0,0,0,625,512
146418,2001,1674,2209,3883,2551,0,0,0,0,3883,2551
146427,2001,1110,33,1143,1123,0,0,0,0,1143,1123
146454,2001,32,,32,32,0,0,0,0,32,32
146472,2001,3353,9564,12917,7150,0,0,0,0,12917,7150
146481,2001,1242,18,1260,1249,2,15,17,8,1277,1257
146490,2001,,,0,0,0,771,771,295,771,295
146506,2001,2671,3431,6102,4033,0,0,0,0,6102,4033
146524,2001,6,,6,6,0,0,0,0,6,6
146533,2001,23,33,56,36,0,0,0,0,56,36
146603,2001,1920,5065,6985,3931,0,0,0,0,6985,3931
146612,2001,2139,1244,3383,2628,33,991,1024,412,4407,3040
146621,2001,40,1,41,40,0,0,0,0,41,40
146667,2001,547,123,670,595,100,139,239,159,909,754
146676,2001,939,185,1124,1012,0,0,0,0,1124,1012
146685,2001,2422,4461,6883,4193,0,0,0,0,6883,4193
146700,2001,688,,688,688,0,0,0,0,688,688
146719,2001,5446,2051,7497,6252,3000,2522,5522,3999,13019,10251
146728,2001,,,0,0,184,169,353,255,353,255
146755,2001,63,46,109,81,0,0,0,0,109,81
146791,2001,129,,129,129,0,0,0,0,129,129
146807,2001,41,38,79,56,0,0,0,0,79,56
146816,2001,260,254,514,361,0,0,0,0,514,361
146825,2001,603,52,655,623,0,0,0,0,655,623
146977,2001,,,0,0,278,93,371,326,371,326
147004,2001,1597,4150,5747,3245,0,0,0,0,5747,3245
147013,2001,1539,568,2107,1762,0,0,0,0,2107,1762
147031,2001,,,0,0,36,45,81,59,81,59
147129,2001,92,,92,92,0,0,0,0,92,92
147165,2001,174,129,303,225,0,0,0,0,303,225
147244,2001,2316,73,2389,2345,23,0,23,23,2412,2368
147332,2001,9,,9,9,0,0,0,0,9,9
147341,2001,1055,17,1072,1062,0,0,0,0,1072,1062
147369,2001,1399,,1399,1399,130,101,231,174,1630,1573
147378,2001,5304,8729,14033,8770,0,0,0,0,14033,8770
147396,2001,146,3,149,147,0,0,0,0,149,147
147411,2001,979,3349,4328,2309,0,0,0,0,4328,2309
147439,2001,86,7,93,89,0,0,0,0,93,89
147518,2001,26,22,48,35,0,0,0,0,48,35
147536,2001,2680,623,3303,2925,1490,3086,4576,2669,7879,5594
147590,2001,,125,125,49,524,0,524,524,649,573
147642,2001,41,113,154,86,0,0,0,0,154,86
147660,2001,1811,351,2162,1949,73,370,443,214,2605,2163
147679,2001,1252,321,1573,1378,148,606,754,385,2327,1763
147697,2001,,,0,0,151,106,257,203,257,203
147703,2001,15555,1913,17468,16327,2052,4263,6315,3598,23783,19925
147749,2001,442,330,772,573,0,0,0,0,772,573
147767,2001,7701,1466,9167,8277,6057,1776,7833,6736,17000,15013
147776,2001,4765,3617,8382,6225,350,2267,2617,1170,10999,7395
147800,2001,2923,7869,10792,6047,0,0,0,0,10792,6047
147819,2001,61,,61,61,0,0,0,0,61,61
147828,2001,1752,309,2061,1873,111,1178,1289,561,3350,2434
147916,2001,3961,4521,8482,5756,0,0,0,0,8482,5756
147970,2001,159,,159,159,0,0,0,0,159,159
148007,2001,1326,3102,4428,2558,0,0,0,0,4428,2558
148016,2001,533,21,554,541,0,0,0,0,554,541
148098,2001,15,29,44,27,0,0,0,0,44,27
148131,2001,1000,147,1147,1058,37,135,172,89,1319,1147
148140,2001,203,,203,203,0,0,0,0,203,203
148168,2001,18,,18,18,0,0,0,0,18,18
148177,2001,719,951,1670,1093,0,0,0,0,1670,1093
148256,2001,1457,1493,2950,2050,0,0,0,0,2950,2050
148292,2001,1048,2212,3260,1926,0,0,0,0,3260,1926
148335,2001,4716,603,5319,4953,0,0,0,0,5319,4953
148380,2001,2815,5727,8542,5089,0,0,0,0,8542,5089
148399,2001,133,224,357,222,0,0,0,0,357,222
148405,2001,818,238,1056,911,62,241,303,154,1359,1065
148487,2001,1882,2746,4628,2961,762,2100,2862,1564,7490,4525
148496,2001,957,232,1189,1048,186,1158,1344,628,2533,1676
148511,2001,132,16,148,138,675,445,1120,845,1268,983
148575,2001,112,31,143,124,0,16,16,6,159,130
148584,2001,1084,1615,2699,1718,159,1061,1220,564,3919,2282
148593,2001,58,2,60,59,0,0,0,0,60,59
148627,2001,1989,826,2815,2313,160,1941,2101,902,4916,3215
148654,2001,1219,1081,2300,1655,407,1581,1988,979,4288,2634
148672,2001,1059,1629,2688,1706,0,0,0,0,2688,1706
148724,2001,,,0,0,79,9,88,83,88,83
148821,2001,935,952,1887,1313,0,0,0,0,1887,1313
148849,2001,90,15,105,96,0,0,0,0,105,96
148876,2001,1404,410,1814,1565,0,0,0,0,1814,1565
148885,2001,,,0,0,254,0,254,254,254,254
148919,2001,13,,13,13,0,0,0,0,13,13
148937,2001,1079,1625,2704,1724,0,0,0,0,2704,1724
148955,2001,65,,65,65,0,0,0,0,65,65
148973,2001,38,,38,38,0,0,0,0,38,38
148982,2001,,,0,0,0,291,291,111,291,111
148991,2001,869,1040,1909,1282,0,0,0,0,1909,1282
149019,2001,265,115,380,311,0,0,0,0,380,311
149028,2001,53,24,77,62,0,0,0,0,77,62
149204,2001,42,,42,42,0,0,0,0,42,42
149222,2001,15044,1758,16802,15753,2178,2618,4796,3126,21598,18879
149231,2001,8032,1767,9799,8745,879,1764,2643,1517,12442,10262
149310,2001,108,,108,108,0,0,0,0,108,108
149329,2001,61,1,62,61,12,4,16,14,78,75
149365,2001,1890,4562,6452,3701,0,0,0,0,6452,3701
149505,2001,820,153,973,880,0,0,0,0,973,880
149514,2001,871,23,894,880,670,490,1160,875,2054,1755
149532,2001,3460,11388,14848,7982,0,0,0,0,14848,7982
149550,2001,51,23,74,60,0,0,0,0,74,60
149639,2001,78,74,152,107,6,72,78,34,230,141
149727,2001,2070,5820,7890,4381,0,0,0,0,7890,4381
149763,2001,51,16,67,57,0,0,0,0,67,57
149772,2001,9300,1455,10755,9887,759,1692,2451,1371,13206,11258
149781,2001,2336,50,2386,2356,262,196,458,337,2844,2693
149842,2001,4710,9804,14514,8603,0,0,0,0,14514,8603
150048,2001,307,197,504,385,0,0,0,0,504,385
150066,2001,1881,213,2094,1965,46,287,333,161,2427,2126
150075,2001,16,,16,16,0,0,0,0,16,16
150127,2001,13,,13,13,0,0,0,0,13,13
150136,2001,14729,1584,16313,15368,1060,1592,2652,1636,18965,17004
150145,2001,1129,412,1541,1291,5,114,119,49,1660,1340
150163,2001,3337,87,3424,3371,224,616,840,460,4264,3831
150172,2001,343,657,1000,601,0,0,0,0,1000,601
150215,2001,,,0,0,137,143,280,196,280,196
150251,2001,66,33,99,79,0,0,0,0,99,79
150288,2001,,,0,0,323,78,401,353,401,353
150303,2001,77,,77,77,0,0,0,0,77,77
150367,2001,228,323,551,355,0,0,0,0,551,355
150376,2001,410,240,650,504,0,0,0,0,650,504
150400,2001,2178,41,2219,2194,0,0,0,0,2219,2194
150428,2001,39,,39,39,0,0,0,0,39,39
150437,2001,35,32,67,48,0,0,0,0,67,48
150455,2001,1053,25,1078,1063,41,26,67,52,1145,1115
150525,2001,63,,63,63,0,0,0,0,63,63
150534,2001,2166,376,2542,2314,7,6,13,9,2555,2323
150561,2001,378,133,511,430,0,0,0,0,511,430
150604,2001,959,69,1028,986,0,0,0,0,1028,986
150640,2001,20,,20,20,0,0,0,0,20,20
150668,2001,851,135,986,904,0,0,0,0,986,904
150677,2001,1025,154,1179,1085,47,131,178,99,1357,1184
150695,2001,76,,76,76,0,0,0,0,76,76
150710,2001,86,,86,86,0,0,0,0,86,86
150756,2001,1100,11,1111,1104,0,0,0,0,1111,1104
150765,2001,23,12,35,28,0,0,0,0,35,28
150774,2001,528,30,558,540,0,0,0,0,558,540
150853,2001,27,34,61,40,0,0,0,0,61,40
150941,2001,814,142,956,870,3,30,33,14,989,884
150978,2001,865,2919,3784,2024,0,0,0,0,3784,2024
150987,2001,1982,5375,7357,4116,0,0,0,0,7357,4116
150996,2001,418,1182,1600,887,0,0,0,0,1600,887
151005,2001,1602,2450,4052,2575,0,0,0,0,4052,2575
151014,2001,581,1422,2003,1146,0,0,0,0,2003,1146
151023,2001,1499,2644,4143,2549,0,0,0,0,4143,2549
151032,2001,1194,2825,4019,2316,0,0,0,0,4019,2316
151041,2001,570,1465,2035,1152,0,0,0,0,2035,1152
151050,2001,1143,3147,4290,2393,0,0,0,0,4290,2393
151069,2001,1508,2302,3810,2422,0,0,0,0,3810,2422
151078,2001,258,1211,1469,739,0,0,0,0,1469,739
151087,2001,1472,3674,5146,2931,0,0,0,0,5146,2931
151096,2001,477,1018,1495,881,0,0,0,0,1495,881
151102,2001,5726,4555,10281,7564,61,786,847,345,11128,7909
151111,2001,11957,8738,20695,15483,3179,4465,7644,4866,28339,20349
151157,2001,184,57,241,207,0,0,0,0,241,207
151166,2001,660,152,812,720,0,0,0,0,812,720
151184,2001,104,64,168,129,0,0,0,0,168,129
151193,2001,145,64,209,170,0,0,0,0,209,170
151209,2001,183,98,281,222,0,0,0,0,281,222
151236,2001,214,68,282,241,0,0,0,0,282,241
151245,2001,113,42,155,130,0,0,0,0,155,130
151263,2001,2023,836,2859,2351,324,525,849,525,3708,2876
151290,2001,1481,1680,3161,2141,223,204,427,301,3588,2442
151306,2001,6777,2006,8783,7587,107,472,579,278,9362,7865
151324,2001,8396,1338,9734,8936,585,1002,1587,947,11321,9883
151333,2001,1176,1343,2519,1718,38,184,222,105,2741,1823
151342,2001,3157,2913,6070,4333,210,1137,1347,621,7417,4954
151351,2001,27879,2278,30157,28798,4885,2921,7806,5964,37963,34762
151360,2001,2067,1960,4027,2858,74,538,612,269,4639,3127
151379,2001,3069,2599,5668,4118,37,852,889,345,6557,4463
151388,2001,1126,1279,2405,1642,1,63,64,24,2469,1666
151458,2001,576,59,635,599,0,0,0,0,635,599
151467,2001,255,,255,255,0,0,0,0,255,255
151494,2001,557,3,560,558,0,0,0,0,560,558
151500,2001,504,5,509,506,0,0,0,0,509,506
151519,2001,792,6,798,794,14,14,28,19,826,813
151537,2001,69,,69,69,0,0,0,0,69,69
151564,2001,14,37,51,29,0,0,0,0,51,29
151607,2001,19,36,55,33,0,0,0,0,55,33
151616,2001,317,,317,317,0,0,0,0,317,317
151625,2001,385,,385,385,0,0,0,0,385,385
151652,2001,125,54,179,146,0,0,0,0,179,146
151661,2001,703,,703,703,0,0,0,0,703,703
151777,2001,1082,38,1120,1097,17,0,17,17,1137,1114
151786,2001,872,388,1260,1024,0,0,0,0,1260,1024
151801,2001,5099,622,5721,5343,2038,170,2208,2103,7929,7446
151810,2001,255,218,473,341,33,30,63,44,536,385
151829,2001,15,,15,15,0,0,0,0,15,15
151865,2001,,,0,0,56,106,162,103,162,103
151874,2001,183,,183,183,0,0,0,0,183,183
151944,2001,398,,398,398,0,0,0,0,398,398
151962,2001,51,,51,51,0,0,0,0,51,51
152044,2001,20,54,74,41,0,0,0,0,74,41
152080,2001,8193,15,8208,8199,2610,236,2846,2701,11054,10900
152099,2001,1169,265,1434,1273,104,200,304,182,1738,1455
152150,2001,12,14,26,18,0,0,0,0,26,18
152220,2001,536,,536,536,0,0,0,0,536,536
152248,2001,4482,3638,8120,5950,91,892,983,414,9103,6364
152266,2001,1917,1551,3468,2543,0,25,25,9,3493,2552
152275,2001,45,81,126,77,0,0,0,0,126,77
152309,2001,87,,87,87,0,0,0,0,87,87
152318,2001,1544,29,1573,1555,57,119,176,102,1749,1657
152327,2001,53,23,76,62,0,0,0,0,76,62
152336,2001,1115,369,1484,1260,42,157,199,102,1683,1362
152363,2001,788,126,914,837,0,0,0,0,914,837
152381,2001,391,993,1384,781,0,118,118,45,1502,826
152390,2001,1485,38,1523,1500,0,0,0,0,1523,1500
152415,2001,100,2,102,101,0,0,0,0,102,101
