unitid,year,student fte
108649,2002,93.0
108667,2002,2753.0
108807,2002,6230.0
108852,2002,177.0
108861,2002,53.0
108870,2002,309.0
108977,2002,20.0
109013,2002,1104.0
109040,2002,1152.0
109086,2002,53.0
109208,2002,17969.0
109332,2002,596.0
109350,2002,6291.0
109651,2002,1505.0
109721,2002,191.0
109730,2002,142.0
109749,2002,49.0
109785,2002,6075.0
109819,2002,8868.0
109907,2002,1650.0
109934,2002,136.0
110051,2002,476.0
110060,2002,179.0
110097,2002,3844.0
110176,2002,1777.0
110185,2002,1507.0
110194,2002,61.0
110219,2002,151.0
110246,2002,8104.0
110307,2002,280.0
110316,2002,600.0
110325,2002,418.0
110334,2002,7810.0
110361,2002,1709.0
110370,2002,1304.0
110398,2002,1263.0
110404,2002,2120.0
110413,2002,2500.0
110422,2002,17699.0
110431,2002,
110440,2002,304.0
110459,2002,568.0
110468,2002,1572.0
110477,2002,499.0
110486,2002,6383.0
110495,2002,6018.0
110501,2002,
110510,2002,13104.0
110529,2002,16884.0
110538,2002,14955.0
110547,2002,9330.0
110556,2002,17824.0
110565,2002,25410.0
110574,2002,10969.0
110583,2002,28252.0
110592,2002,15848.0
110608,2002,26738.0
110617,2002,23255.0
110635,2002,31458.0
110644,2002,27318.0
110653,2002,23054.0
110662,2002,36669.0
110671,2002,15132.0
110680,2002,22883.0
110699,2002,3527.0
110705,2002,20074.0
110714,2002,13670.0
110778,2002,337.0
110875,2002,72.0
110918,2002,74.0
110945,2002,123.0
110981,2002,
111009,2002,1378.0
111054,2002,214.0
111081,2002,1224.0
111188,2002,646.0
111230,2002,196.0
111391,2002,933.0
111434,2002,2890.0
111461,2002,7392.0
111513,2002,98.0
111638,2002,206.0
111647,2002,
111708,2002,103.0
111717,2002,362.0
111726,2002,161.0
111744,2002,40.0
111762,2002,80.0
111771,2002,120.0
111799,2002,72.0
111805,2002,22.0
111887,2002,12094.0
111896,2002,2637.0
111920,2002,7821.0
111939,2002,9853.0
111948,2002,4237.0
111966,2002,93.0
112075,2002,1645.0
112084,2002,555.0
112127,2002,105.0
112172,2002,7341.0
112190,2002,19182.0
112233,2002,2259.0
112251,2002,1829.0
112260,2002,1097.0
112288,2002,468.0
112312,2002,579.0
112367,2002,584.0
112376,2002,
112385,2002,2849.0
112394,2002,290.0
112446,2002,770.0
112455,2002,93.0
112516,2002,462.0
112525,2002,1399.0
112561,2002,1672.0
112570,2002,137.0
112686,2002,3848.0
112783,2002,274.0
112817,2002,
112826,2002,4383.0
113096,2002,11199.0
113111,2002,2974.0
113193,2002,6547.0
113218,2002,3799.0
113227,2002,296.0
113236,2002,8682.0
113245,2002,139.0
113333,2002,14348.0
113397,2002,100.0
113528,2002,25.0
113537,2002,33.0
113573,2002,4508.0
113582,2002,292.0
113607,2002,7586.0
113634,2002,12386.0
113698,2002,1336.0
113704,2002,72.0
113713,2002,233.0
113856,2002,12825.0
113865,2002,
113874,2002,
113908,2002,60.0
113953,2002,4049.0
113980,2002,14332.0
114044,2002,56.0
114062,2002,32.0
114071,2002,39.0
114080,2002,58.0
114114,2002,270.0
114123,2002,1018.0
114266,2002,5222.0
114345,2002,40.0
114354,2002,2757.0
114372,2002,92.0
114390,2002,719.0
114415,2002,275.0
114433,2002,866.0
114460,2002,143.0
114549,2002,1464.0
114585,2002,177.0
114716,2002,8664.0
114734,2002,62.0
114761,2002,47.0
114789,2002,13042.0
114813,2002,1719.0
114831,2002,
114840,2002,1759.0
114859,2002,12217.0
114886,2002,118.0
114895,2002,181.0
114901,2002,46.0
114938,2002,2969.0
114947,2002,1872.0
115001,2002,9095.0
115010,2002,617.0
115047,2002,293.0
115074,2002,
115083,2002,2594.0
115126,2002,7803.0
115214,2002,246.0
115287,2002,
115296,2002,11008.0
115357,2002,39.0
115393,2002,5656.0
115409,2002,700.0
115454,2002,598.0
115472,2002,674.0
115481,2002,
115490,2002,826.0
115515,2002,726.0
115533,2002,1260.0
115658,2002,86.0
115728,2002,589.0
115746,2002,544.0
115755,2002,6904.0
115773,2002,666.0
115782,2002,60.0
115861,2002,2582.0
115931,2002,342.0
115940,2002,
116040,2002,221.0
116226,2002,240.0
116235,2002,128.0
116350,2002,35.0
116402,2002,
116439,2002,5438.0
116466,2002,886.0
116475,2002,830.0
116484,2002,645.0
116563,2002,195.0
116624,2002,136.0
116712,2002,1014.0
116846,2002,228.0
117052,2002,7539.0
117104,2002,366.0
117113,2002,756.0
117140,2002,5276.0
117168,2002,305.0
117186,2002,106.0
117195,2002,1817.0
117238,2002,189.0
117247,2002,6095.0
117274,2002,1315.0
117520,2002,503.0
117557,2002,209.0
117575,2002,142.0
117627,2002,1530.0
117636,2002,2806.0
117645,2002,13131.0
117672,2002,588.0
117681,2002,
117690,2002,5099.0
117706,2002,9621.0
117715,2002,3076.0
117724,2002,7475.0
117733,2002,9634.0
117751,2002,1349.0
117788,2002,12607.0
117797,2002,19.0
117803,2002,86.0
117867,2002,4063.0
117894,2002,4766.0
117900,2002,
117928,2002,459.0
117937,2002,
117946,2002,7553.0
118116,2002,37.0
118125,2002,44.0
118134,2002,91.0
118143,2002,40.0
118161,2002,78.0
118189,2002,203.0
118198,2002,1004.0
118259,2002,215.0
118277,2002,720.0
118286,2002,538.0
118338,2002,166.0
118347,2002,3851.0
118356,2002,78.0
118374,2002,48.0
118383,2002,58.0
118392,2002,61.0
118417,2002,82.0
118426,2002,89.0
118435,2002,58.0
118444,2002,38.0
118453,2002,107.0
118480,2002,61.0
118541,2002,734.0
118684,2002,2207.0
118693,2002,574.0
118709,2002,127.0
118718,2002,6242.0
118772,2002,3185.0
118888,2002,1141.0
118912,2002,7185.0
118921,2002,99.0
118930,2002,5046.0
118958,2002,68.0
118967,2002,476.0
118976,2002,10135.0
118994,2002,39.0
119058,2002,613.0
119067,2002,6205.0
119128,2002,18.0
119137,2002,9119.0
119155,2002,60.0
119164,2002,16045.0
119173,2002,1028.0
119216,2002,5706.0
119270,2002,689.0
119331,2002,3923.0
119340,2002,478.0
119359,2002,1275.0
119368,2002,730.0
119438,2002,609.0
119456,2002,1393.0
119465,2002,601.0
119508,2002,643.0
119544,2002,319.0
119553,2002,461.0
119605,2002,13529.0
119678,2002,
119711,2002,1046.0
119775,2002,173.0
119827,2002,106.0
119845,2002,77.0
119951,2002,87.0
120023,2002,
120069,2002,151.0
120078,2002,229.0
120087,2002,76.0
120166,2002,446.0
120184,2002,1203.0
120254,2002,1813.0
120272,2002,110.0
120290,2002,5626.0
120333,2002,401.0
120342,2002,15017.0
120403,2002,983.0
120421,2002,4400.0
120537,2002,843.0
120661,2002,506.0
120698,2002,292.0
120740,2002,85.0
120768,2002,412.0
120795,2002,130.0
120838,2002,114.0
120865,2002,1442.0
120883,2002,5491.0
120892,2002,
120944,2002,397.0
120953,2002,1656.0
120971,2002,13678.0
121008,2002,35.0
121017,2002,109.0
121044,2002,14225.0
121071,2002,300.0
121150,2002,5913.0
121178,2002,
121257,2002,925.0
121275,2002,259.0
121309,2002,2729.0
121345,2002,1531.0
121363,2002,2558.0
121381,2002,39.0
121433,2002,115.0
121576,2002,
121600,2002,4.0
121619,2002,13363.0
121628,2002,74.0
121691,2002,4252.0
121707,2002,4367.0
121859,2002,34.0
121868,2002,12.0
121886,2002,9146.0
121901,2002,16949.0
121983,2002,179.0
121992,2002,173.0
122117,2002,357.0
122180,2002,14706.0
122205,2002,10685.0
122223,2002,83.0
122250,2002,102.0
122269,2002,
122287,2002,377.0
122296,2002,762.0
122320,2002,
122339,2002,7541.0
122366,2002,194.0
122375,2002,12422.0
122384,2002,4841.0
122409,2002,28863.0
122436,2002,6474.0
122454,2002,609.0
122506,2002,285.0
122597,2002,22803.0
122603,2002,342.0
122612,2002,7615.0
122649,2002,117.0
122658,2002,10318.0
122676,2002,
122685,2002,643.0
122694,2002,677.0
122728,2002,275.0
122737,2002,
122746,2002,4435.0
122755,2002,23701.0
122782,2002,
122791,2002,6135.0
122834,2002,259.0
122843,2002,518.0
122852,2002,212.0
122889,2002,10362.0
122931,2002,6561.0
122977,2002,16497.0
123013,2002,14033.0
123095,2002,513.0
123110,2002,
123165,2002,837.0
123208,2002,1039.0
123217,2002,6857.0
123280,2002,123.0
123299,2002,6035.0
123341,2002,10438.0
123350,2002,53.0
123378,2002,
123396,2002,114.0
123448,2002,127.0
123457,2002,1169.0
123484,2002,1554.0
123493,2002,2626.0
123509,2002,4829.0
123527,2002,7249.0
123554,2002,3556.0
123563,2002,5984.0
123572,2002,7160.0
123581,2002,99.0
123633,2002,320.0
123642,2002,250.0
123651,2002,1577.0
123679,2002,660.0
123800,2002,10712.0
123855,2002,74.0
123916,2002,68.0
123925,2002,
123943,2002,379.0
123952,2002,269.0
123961,2002,28020.0
123970,2002,823.0
124113,2002,3168.0
124283,2002,349.0
124292,2002,330.0
124344,2002,23.0
124399,2002,205.0
124432,2002,49.0
124487,2002,126.0
124496,2002,
124557,2002,
124627,2002,
124681,2002,1914.0
124706,2002,775.0
124779,2002,52.0
124919,2002,28.0
124937,2002,673.0
125019,2002,
125028,2002,6925.0
125037,2002,
125082,2002,93.0
125091,2002,5932.0
125170,2002,1953.0
125231,2002,4246.0
125462,2002,2709.0
125471,2002,4847.0
125480,2002,207.0
125499,2002,6261.0
125505,2002,6666.0
125532,2002,704.0
125718,2002,94.0
125727,2002,1323.0
125763,2002,1886.0
125897,2002,1088.0
126012,2002,289.0
126030,2002,471.0
126049,2002,567.0
126076,2002,109.0
126085,2002,
126100,2002,
126119,2002,5844.0
126128,2002,
126164,2002,62.0
126173,2002,
126182,2002,4074.0
126207,2002,3921.0
126261,2002,53.0
126289,2002,4127.0
126359,2002,675.0
126401,2002,418.0
126410,2002,214.0
126456,2002,
126483,2002,
126535,2002,
126544,2002,
126553,2002,
126562,2002,10055.0
126571,2002,2111.0
126580,2002,6143.0
126605,2002,1052.0
126614,2002,27400.0
126669,2002,1522.0
126678,2002,1908.0
126687,2002,616.0
126702,2002,1844.0
126711,2002,3148.0
126748,2002,1003.0
126775,2002,3218.0
126784,2002,84.0
126793,2002,
126818,2002,24423.0
126827,2002,1098.0
126854,2002,94.0
126863,2002,2617.0
126872,2002,392.0
126915,2002,527.0
126924,2002,247.0
126942,2002,4078.0
126951,2002,751.0
126979,2002,499.0
127024,2002,971.0
127042,2002,76.0
127060,2002,7645.0
127103,2002,
127158,2002,7279.0
127185,2002,4158.0
127200,2002,7986.0
127219,2002,19.0
127228,2002,108.0
127273,2002,230.0
127316,2002,82.0
127389,2002,753.0
127556,2002,4737.0
127565,2002,14545.0
127617,2002,767.0
127653,2002,935.0
127680,2002,170.0
127699,2002,104.0
127714,2002,347.0
127732,2002,1827.0
127741,2002,11109.0
127778,2002,1061.0
127787,2002,667.0
127796,2002,
127820,2002,5805.0
127839,2002,319.0
127884,2002,2974.0
127909,2002,3905.0
127918,2002,5975.0
127945,2002,388.0
127954,2002,100.0
128036,2002,538.0
128106,2002,4502.0
128151,2002,582.0
128179,2002,189.0
128188,2002,160.0
128203,2002,101.0
128230,2002,
128249,2002,
128258,2002,1396.0
128328,2002,4213.0
128337,2002,107.0
128391,2002,2233.0
128425,2002,25.0
128498,2002,2151.0
128540,2002,44.0
128577,2002,867.0
128586,2002,61.0
128674,2002,282.0
128683,2002,444.0
128726,2002,133.0
128744,2002,2362.0
128762,2002,159.0
128771,2002,9447.0
128780,2002,630.0
128896,2002,121.0
128902,2002,1848.0
128957,2002,134.0
129002,2002,118.0
129020,2002,18961.0
129154,2002,515.0
129181,2002,176.0
129215,2002,4275.0
129242,2002,4173.0
129312,2002,
129349,2002,83.0
129367,2002,1694.0
129428,2002,589.0
129446,2002,45.0
129482,2002,207.0
129491,2002,65.0
129525,2002,5736.0
129534,2002,117.0
129543,2002,2323.0
129552,2002,
129570,2002,
129613,2002,672.0
129640,2002,50.0
129686,2002,106.0
129695,2002,3273.0
129729,2002,3049.0
129756,2002,1287.0
129774,2002,649.0
129808,2002,1890.0
129880,2002,29.0
129923,2002,247.0
129932,2002,206.0
129941,2002,3283.0
129969,2002,106.0
130004,2002,3116.0
130040,2002,866.0
130110,2002,220.0
130129,2002,49.0
130147,2002,
130156,2002,
130165,2002,
130174,2002,609.0
130183,2002,921.0
130217,2002,827.0
130226,2002,6359.0
130253,2002,4437.0
130271,2002,15.0
130314,2002,1247.0
130396,2002,2800.0
130448,2002,165.0
130493,2002,9075.0
130509,2002,207.0
130527,2002,
130581,2002,139.0
130590,2002,2077.0
130606,2002,2182.0
130624,2002,952.0
130697,2002,3016.0
130703,2002,
130776,2002,4657.0
130785,2002,12.0
130794,2002,11261.0
130837,2002,48.0
130873,2002,125.0
130882,2002,
130891,2002,2188.0
130907,2002,1250.0
130916,2002,4123.0
130934,2002,2955.0
130943,2002,19100.0
130989,2002,1006.0
131061,2002,92.0
131098,2002,2038.0
131113,2002,3945.0
131122,2002,
131159,2002,9327.0
131283,2002,4528.0
131308,2002,475.0
131399,2002,3321.0
131405,2002,63.0
131450,2002,1481.0
131469,2002,17865.0
131496,2002,12059.0
131511,2002,95.0
131520,2002,9866.0
131566,2002,64.0
131742,2002,1208.0
131788,2002,590.0
131803,2002,9336.0
131830,2002,34.0
131876,2002,1069.0
131973,2002,298.0
132268,2002,164.0
132338,2002,2720.0
132374,2002,1097.0
132408,2002,501.0
132471,2002,5948.0
132523,2002,32.0
132602,2002,2491.0
132657,2002,1815.0
132666,2002,33.0
132675,2002,45.0
132693,2002,8036.0
132709,2002,16693.0
132806,2002,305.0
132842,2002,611.0
132851,2002,3629.0
132879,2002,200.0
132903,2002,31060.0
132958,2002,
132976,2002,654.0
133021,2002,1309.0
133085,2002,674.0
133155,2002,792.0
133261,2002,249.0
133386,2002,6827.0
133465,2002,351.0
133492,2002,1587.0
133508,2002,5688.0
133526,2002,1261.0
133553,2002,4418.0
133650,2002,11471.0
133669,2002,16525.0
133702,2002,12738.0
133711,2002,1941.0
133739,2002,289.0
133775,2002,
133809,2002,447.0
133845,2002,654.0
133854,2002,816.0
133863,2002,745.0
133872,2002,730.0
133881,2002,3352.0
133942,2002,46.0
133951,2002,24282.0
133960,2002,717.0
133979,2002,2153.0
133997,2002,820.0
134024,2002,
134079,2002,2103.0
134097,2002,32345.0
134112,2002,677.0
134121,2002,189.0
134130,2002,43394.0
134149,2002,1371.0
134228,2002,18.0
134237,2002,3670.0
134291,2002,527.0
134307,2002,244.0
134343,2002,3622.0
134422,2002,136.0
134495,2002,11136.0
134510,2002,109.0
134574,2002,196.0
134608,2002,6708.0
134680,2002,1645.0
134714,2002,85.0
134811,2002,1119.0
134875,2002,244.0
134909,2002,496.0
134945,2002,2370.0
135063,2002,376.0
135081,2002,3118.0
135124,2002,168.0
135142,2002,204.0
135160,2002,1578.0
135179,2002,588.0
135188,2002,1727.0
135267,2002,584.0
135276,2002,731.0
135294,2002,845.0
135337,2002,144.0
135364,2002,746.0
135391,2002,5162.0
135407,2002,3356.0
135416,2002,223.0
135434,2002,570.0
135522,2002,633.0
135610,2002,220.0
135647,2002,831.0
135656,2002,
135717,2002,31362.0
135726,2002,13923.0
135735,2002,1513.0
135771,2002,655.0
135939,2002,764.0
135957,2002,1166.0
136011,2002,1295.0
136048,2002,195.0
136066,2002,1317.0
136075,2002,178.0
136109,2002,50.0
136145,2002,792.0
136172,2002,10318.0
136206,2002,825.0
136215,2002,14237.0
136233,2002,3877.0
136288,2002,1012.0
136303,2002,363.0
136330,2002,2551.0
136358,2002,11844.0
136400,2002,3582.0
136473,2002,6521.0
136491,2002,813.0
136516,2002,3411.0
136631,2002,68.0
136659,2002,195.0
136701,2002,85.0
136738,2002,319.0
136747,2002,134.0
136765,2002,648.0
136774,2002,1007.0
136783,2002,60.0
136826,2002,793.0
136853,2002,
136862,2002,
136871,2002,
136941,2002,
136950,2002,3179.0
136996,2002,50.0
137023,2002,522.0
137032,2002,8044.0
137078,2002,13426.0
137087,2002,1169.0
137096,2002,8993.0
137120,2002,253.0
137148,2002,1024.0
137209,2002,6553.0
137245,2002,1846.0
137272,2002,61.0
137281,2002,2569.0
137290,2002,
137315,2002,1439.0
137351,2002,29356.0
137421,2002,27.0
137476,2002,1989.0
137537,2002,287.0
137546,2002,3052.0
137564,2002,1406.0
137591,2002,139.0
137625,2002,57.0
137713,2002,78.0
137759,2002,7530.0
137777,2002,40.0
137801,2002,901.0
137810,2002,744.0
137847,2002,3761.0
137856,2002,285.0
137865,2002,285.0
137892,2002,589.0
137953,2002,359.0
137962,2002,135.0
138062,2002,
138132,2002,54.0
138187,2002,17316.0
138275,2002,1031.0
138284,2002,382.0
138293,2002,533.0
138309,2002,391.0
138336,2002,255.0
138354,2002,7050.0
138372,2002,600.0
138479,2002,1127.0
138488,2002,396.0
138497,2002,414.0
138558,2002,2258.0
138594,2002,668.0
138600,2002,863.0
138655,2002,176.0
138664,2002,48.0
138682,2002,2023.0
138691,2002,2164.0
138716,2002,2999.0
138725,2002,2480.0
138761,2002,381.0
138789,2002,4376.0
138813,2002,2399.0
138822,2002,169.0
138840,2002,2135.0
138868,2002,346.0
138877,2002,327.0
138901,2002,1217.0
138929,2002,
138938,2002,164.0
138947,2002,4425.0
138956,2002,2661.0
138983,2002,4458.0
139010,2002,1154.0
139074,2002,888.0
139092,2002,67.0
139126,2002,955.0
139144,2002,1950.0
139153,2002,399.0
139199,2002,1546.0
139205,2002,1083.0
139214,2002,81.0
139250,2002,1288.0
139278,2002,1084.0
139311,2002,3550.0
139348,2002,249.0
139357,2002,1955.0
139366,2002,4783.0
139384,2002,1616.0
139393,2002,1178.0
139463,2002,2668.0
139506,2002,84.0
139515,2002,
139533,2002,4195.0
139579,2002,500.0
139621,2002,1106.0
139630,2002,709.0
139658,2002,11098.0
139700,2002,1922.0
139719,2002,2161.0
139746,2002,86.0
139755,2002,15347.0
139764,2002,1955.0
139773,2002,2896.0
139861,2002,4573.0
139898,2002,1429.0
139904,2002,2571.0
139931,2002,13418.0
139940,2002,21211.0
139959,2002,29945.0
139968,2002,2496.0
139986,2002,2294.0
139995,2002,253.0
140003,2002,226.0
140012,2002,2831.0
140076,2002,795.0
140085,2002,1720.0
140146,2002,383.0
140164,2002,11740.0
140173,2002,
140191,2002,232.0
140234,2002,925.0
140243,2002,1582.0
140252,2002,1709.0
140304,2002,3511.0
140322,2002,3204.0
140331,2002,2814.0
140340,2002,249.0
140401,2002,2355.0
140438,2002,
140447,2002,6292.0
140474,2002,
140483,2002,1648.0
140553,2002,2607.0
140562,2002,219.0
140571,2002,2394.0
140599,2002,1107.0
140669,2002,3500.0
140678,2002,1224.0
140696,2002,952.0
140711,2002,48.0
140720,2002,813.0
140809,2002,630.0
140818,2002,1482.0
140827,2002,227.0
140872,2002,986.0
140942,2002,2154.0
140951,2002,5437.0
140960,2002,2103.0
140988,2002,2238.0
140997,2002,958.0
141006,2002,1188.0
141015,2002,186.0
141060,2002,2080.0
141097,2002,2734.0
141121,2002,478.0
141158,2002,733.0
141167,2002,598.0
141185,2002,812.0
141228,2002,1070.0
141237,2002,1219.0
141255,2002,1642.0
141264,2002,8146.0
141273,2002,1063.0
141307,2002,539.0
141325,2002,656.0
141334,2002,7859.0
141361,2002,557.0
141468,2002,1109.0
141486,2002,2145.0
141529,2002,
141565,2002,2644.0
141574,2002,15608.0
141583,2002,385.0
141608,2002,61.0
141644,2002,6117.0
141671,2002,79.0
141680,2002,2649.0
141796,2002,4294.0
141802,2002,717.0
141811,2002,3830.0
141839,2002,1726.0
141848,2002,115.0
141857,2002,144.0
141936,2002,66.0
141945,2002,208.0
141963,2002,
141981,2002,520.0
141990,2002,1151.0
142054,2002,301.0
142090,2002,120.0
142115,2002,13155.0
142124,2002,64.0
142160,2002,
142179,2002,472.0
142276,2002,10539.0
142285,2002,10655.0
142294,2002,836.0
142328,2002,2517.0
142337,2002,328.0
142407,2002,38.0
142416,2002,48.0
142443,2002,3117.0
142461,2002,1363.0
142489,2002,48.0
142522,2002,10221.0
142559,2002,4087.0
142832,2002,198.0
142869,2002,45.0
142878,2002,24.0
142887,2002,288.0
142957,2002,4.0
143048,2002,2370.0
143075,2002,524.0
143084,2002,2246.0
143118,2002,2329.0
143163,2002,275.0
143181,2002,28.0
143215,2002,7667.0
143224,2002,
143233,2002,57.0
143279,2002,4171.0
143288,2002,571.0
143297,2002,144.0
143303,2002,20.0
143358,2002,5447.0
143367,2002,
143376,2002,124.0
143464,2002,77.0
143473,2002,80.0
143482,2002,51.0
143491,2002,129.0
143507,2002,37.0
143516,2002,57.0
143534,2002,34.0
143543,2002,69.0
143552,2002,134.0
143613,2002,2107.0
143659,2002,333.0
143695,2002,28.0
143853,2002,1551.0
143880,2002,119.0
143941,2002,33.0
143978,2002,409.0
144005,2002,4912.0
144014,2002,142.0
144050,2002,11742.0
144069,2002,
144157,2002,4071.0
144166,2002,5392.0
144175,2002,4040.0
144184,2002,6477.0
144193,2002,5932.0
144209,2002,4785.0
144218,2002,6030.0
144281,2002,8768.0
144351,2002,1420.0
144467,2002,863.0
144485,2002,441.0
144564,2002,1666.0
144573,2002,27.0
144616,2002,23.0
144704,2002,
144740,2002,18491.0
144759,2002,9237.0
144768,2002,
144777,2002,
144795,2002,41.0
144838,2002,264.0
144856,2002,18.0
144865,2002,16634.0
144883,2002,1100.0
144892,2002,9975.0
144944,2002,5232.0
144962,2002,2164.0
144971,2002,525.0
145099,2002,89.0
145239,2002,262.0
145275,2002,244.0
145309,2002,35.0
145336,2002,3020.0
145354,2002,45.0
145372,2002,1194.0
145406,2002,74.0
145424,2002,56.0
145433,2002,68.0
145460,2002,651.0
145497,2002,261.0
145521,2002,1518.0
145558,2002,1315.0
145600,2002,23029.0
145619,2002,2057.0
145628,2002,618.0
145637,2002,37735.0
145646,2002,2105.0
145682,2002,6813.0
145691,2002,947.0
145707,2002,1034.0
145725,2002,4816.0
145761,2002,7.0
145770,2002,527.0
145813,2002,19255.0
145831,2002,2353.0
145886,2002,72.0
145901,2002,
146010,2002,2018.0
146205,2002,3804.0
146214,2002,38.0
146241,2002,1199.0
146278,2002,1478.0
146296,2002,7139.0
146339,2002,981.0
146348,2002,1849.0
146366,2002,2428.0
146384,2002,
146393,2002,551.0
146418,2002,2476.0
146427,2002,1107.0
146454,2002,67.0
146472,2002,7733.0
146481,2002,1312.0
146490,2002,304.0
146506,2002,4179.0
146524,2002,18.0
146533,2002,58.0
146603,2002,3788.0
146612,2002,3016.0
146621,2002,52.0
146667,2002,839.0
146676,2002,1134.0
146685,2002,4074.0
146700,2002,837.0
146719,2002,11030.0
146728,2002,249.0
146755,2002,73.0
146791,2002,115.0
146807,2002,66.0
146816,2002,269.0
146825,2002,597.0
146968,2002,
146977,2002,337.0
147004,2002,3057.0
147013,2002,1801.0
147031,2002,71.0
147129,2002,44.0
